eventId,eventType,timestamp,ipaddress,sessionId,userId,pageUrl,browser,
20170522901,pageView,1496311260,169.34.56.78,y20170522a4499u21,ceaton,/www.cybershop.com,Chrome,1
20170522902,pageView,1496311320,169.34.56.78,y20170522a4499u21,ceaton,/estore?product_line=smartphones&action=catalog,Chrome,2
20170522903,pageView,1496311440,169.34.56.78,y20170522a4499u21,ceaton,/estore?product_line=smartphones&action=catalog,Chrome,1
20170522904,pageView,1496311500,169.34.56.78,y20170522a4499u21,ceaton,/estore?product_line=smartphones&product=A-phone&action=details,Chrome,1
20170522905,pageView,1496311560,169.34.56.78,y20170522a4499u21,ceaton,/estore?product_line=smartphones&product=A-phone&feature=color&action=details,Chrome,1
20170522906,addToCart,1496311620,169.34.56.78,y20170522a4499u21,ceaton,/estore?product_line=smartphones&product=A-phone&action=addToCart,Chrome,1
20170522907,pageView,1496311680,169.34.56.78,y20170522a4499u21,ceaton,/estore?product_line=smartphones&product=S-phone&action=details,Chrome,2
20170522908,pageView,1496311800,169.34.56.78,y20170522a4499u21,ceaton,/estore?product_line=smartphones&product=S-phone&feature=camera&action=details,Chrome,3
20170522909,addToCart,1496311980,169.34.56.78,y20170522a4499u21,ceaton,/estore?product_line=smartphones&product=S-phone&action=addToCart,Chrome,1
20170522910,pageView,1496312040,169.34.56.78,y20170522a4499u21,ceaton,/estore?product_line=smartphones&action=catalog,Chrome,2
20170522911,order,1496312160,169.34.56.78,y20170522a4499u21,ceaton,/estore?shopping_cart=c20170622x111&action=order,Chrome,1
20170522912,pageView,1496312220,169.34.56.78,y20170522a4499u21,ceaton,/estore?product_line=computers&action=catalog,Chrome,3
20170522913,pageView,1496312400,169.34.56.78,y20170522a4499u21,ceaton,/estore?product_line=computers&product=M-top&action=details,Chrome,5
20170522914,pageView,1496313240,169.34.56.96,y20170522a5499u33,cwang,/www.cybershop.com,Firefox,1
20170522915,pageView,1496313300,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=smartphones&action=catalog,Firefox,2
20170522916,pageView,1496313420,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=smartphones&action=catalog,Firefox,1
20170522917,pageView,1496313480,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=smartphones&product=A-phone&action=details,Firefox,2
20170522918,pageView,1496313600,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=smartphones&product=A-phone&feature=color&action=details,Firefox,3
20170522919,addToCart,1496313780,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=smartphones&product=A-phone&action=addToCart,Firefox,1
20170522920,pageView,1496313840,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=smartphones&product=S-phone&action=details,Firefox,3
20170522921,pageView,1496314020,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=smartphones&product=S-phone&feature=camera&action=details,Firefox,3
20170522922,addToCart,1496314200,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=smartphones&product=S-phone&action=addToCart,Firefox,1
20170522923,pageView,1496314260,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=smartphones&action=catalog,Firefox,2
20170522924,order,1496314380,169.34.56.96,y20170522a5499u33,cwang,/estore?shopping_cart=c20170622x122&action=order,Firefox,1
20170522925,pageView,1496314440,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=appliances&action=catalog,Firefox,3
20170522926,pageView,1496314620,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=appliances&product=G-washer&action=details,Firefox,3
20170522927,pageView,1496314800,169.34.56.96,y20170522a5499u43,cwang,/estore?product_line=cameras&action=catalog,Chrome,2
20170522928,pageView,1496314920,169.34.56.96,y20170522a5499u43,cwang,/estore?product_line=cameras&product=T-lenses&action=details,Chrome,4
20170522929,pageView,1496315160,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=hometheater&action=catalog,Firefox,2
20170522930,pageView,1496315280,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=hometheater&product=Y-receiver&action=details,Firefox,4
20170522931,pageView,1496315520,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=smartphones&action=catalog,Firefox,3
20170522932,pageView,1496315700,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=carelectronics&action=catalog,Firefox,3
20170522933,pageView,1496315880,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=carelectronics&product=Y-receiver&action=details,Firefox,4
20170522934,pageView,1496316120,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=videogames&action=catalog,Firefox,8
20170522935,addToCart,1496316600,169.34.56.96,y20170522a5499u33,cwang,/estore?product_line=videogames&&product=W-game&action=addToCart,Firefox,1
20170522936,pageView,1496317080,139.34.56.98,y20170522a5499u43,mking,www.cybershop.com,Chrome,1
20170522937,pageView,1496317140,139.34.56.98,y20170522a5499u43,mking,/estore?product_line=smartphones&action=catalog,Chrome,1
20170522938,pageView,1496317200,139.34.56.98,y20170522a5499u43,mking,/estore?product_line=smartphones&product=M-phone&action=details,Chrome,2
20170522939,pageView,1496317320,139.34.56.98,y20170522a5499u43,mking,/estore?product_line=smartphones&action=catalog,Chrome,1
20170522940,pageView,1496317380,139.34.56.98,y20170522a5499u43,mking,/estore?product_line=smartphones&product=A-phone&action=details,Chrome,1
20170522941,pageView,1496317440,139.34.56.98,y20170522a5499u43,mking,/estore?product_line=smartphones&product=A-phone&feature=battery&action=details,Chrome,2
20170522942,pageView,1496317560,139.34.56.98,y20170522a5499u43,mking,/estore?product_line=smartphones&product=A-phone&feature=processor&action=details,Chrome,1
20170522943,pageView,1496317620,139.34.56.98,y20170522a5499u43,mking,/estore?product_line=smartphones&product=A-phone&feature=color&action=details,Chrome,3
20170522944,addToCart,1496317800,139.34.56.98,y20170522a5499u43,mking,/estore?product_line=smartphones&product=A-phone&action=addToCart,Firefox,1
20170522945,pageView,1496318400,169.34.57.99,y20170522a5499u53,tchoo,/www.cybershop.com,Firefox,1
20170522946,pageView,1496318460,169.34.57.99,y20170522a5499u53,tchoo,/estore?product_line=smartphones&action=catalog,Firefox,2
20170522947,pageView,1496318580,169.34.57.99,y20170522a5499u53,tchoo,/estore?product_line=smartphones&action=catalog,Firefox,1
20170522948,pageView,1496318640,169.34.57.99,y20170522a5499u53,tchoo,/estore?product_line=smartphones&product=A-phone&action=details,Firefox,1
20170522949,pageView,1496318700,169.34.57.99,y20170522a5499u53,tchoo,/estore?product_line=smartphones&product=A-phone&feature=color&action=details,Firefox,3
20170522950,pageView,1496318880,169.34.57.99,y20170522a5499u53,tchoo,/estore?product_line=computers&action=catalog,Firefox,3
20170522951,pageView,1496319060,169.34.57.99,y20170522a5499u53,tchoo,/estore?product_line=computers&product=L-top&action=details,Firefox,2
20170522952,pageView,1496319540,169.34.57.32,y20170522a5499u64,mtwain,/www.cybershop.com,Chrome,1
20170522953,pageView,1496319600,169.34.57.32,y20170522a5499u64,mtwain,/estore?product_line=smartphones&action=catalog,Chrome,2
20170522954,pageView,1496319720,169.34.57.32,y20170522a5499u64,mtwain,/estore?product_line=smartphones&action=catalog,Chrome,1
20170522955,pageView,1496319780,169.34.57.32,y20170522a5499u64,mtwain,/estore?product_line=smartphones&product=A-phone&action=details,Chrome,2
20170522956,pageView,1496319900,169.34.57.32,y20170522a5499u64,mtwain,/estore?product_line=smartphones&product=A-phone&feature=color&action=details,Chrome,1
20170522957,pageView,1496319960,169.34.57.32,y20170522a5499u64,mtwain,/estore?product_line=appliances&action=catalog,Chrome,6
20170522958,pageView,1496320320,169.34.57.32,y20170522a5499u64,mtwain,/estore?product_line=appliances&product=S-dryer&action=details,Chrome,15
20170522959,pageView,1496321220,169.34.57.32,y20170522a5499u64,mtwain,/estore?product_line=appliances&product=S-washer&action=details,Chrome,10
20170522960,addToCart,1496321820,139.34.57.32,y20170522a5499u64,mtwain,/estore?product_line=smartphones&product=A-phone&action=addToCart,Chrome,4
20170522961,order,1496322060,139.34.57.32,y20170522a5499u64,mtwain,/estore?shopping_cart=c20170622x422&action=order,Chrome,1
20170522962,pageView,1497636300,129.39.17.20,y20170516a1806u72,datkins,/www.cybershop.com,Safari,1
20170522963,pageView,1497636360,129.39.17.20,y20170516a1806u72,datkins,/estore?product_line=headphones&product=A-head&action=details,Safari,4
20170522964,pageView,1497636600,129.39.17.20,y20170516a1806u72,datkins,/estore?product_line=headphones&product=B-head&action=details,Safari,4
20170522965,pageView,1497636840,129.39.17.20,y20170516a1806u72,datkins,/estore?product_line=smartphones&product=M-phone&action=details,Safari,3
20170522966,pageView,1497637020,129.39.17.20,y20170516a1806u72,datkins,/estore?product_line=smartphones&product=S-phone&action=details,Safari,2
20170522967,pageView,1497637140,129.39.17.20,y20170516a1806u72,datkins,/estore?product_line=smartphones&product=S-phone&feature=voice_assistant&action=details,Safari,1
20170522968,pageView,1497637200,129.39.17.20,y20170516a1806u72,datkins,/estore?product_line=smartphones&product=S-phone&feature=camera&action=details,Safari,1
20170522969,pageView,1497637260,129.39.17.20,y20170516a1806u72,datkins,/estore?product_line=smartphones&product=S-phone&feature=processor&action=details,Safari,3
20170522970,addToCart,1497637440,139.34.57.32,y20170516a1806u72,datkins,/estore?product_line=headphones&product=B-head&action=addToCart,Safari,4
20170522971,order,1497637680,139.34.57.32,y20170516a1806u72,datkins,/estore?shopping_cart=c20170622x422&action=order,Safari,1
20170522972,pageView,1497722700,129.39.17.20,y20170517a1806u20,datkins,/www.cybershop.com,Safari,1
20170522973,pageView,1497722760,129.39.17.20,y20170517a1806u20,datkins,/estore?product_line=computers&product=A-top&action=details,Safari,2
20170522974,pageView,1497722880,129.39.17.20,y20170517a1806u20,datkins,/estore?product_line=computers&product=L-top&action=details,Safari,2
20170522975,pageView,1497723000,129.39.17.20,y20170517a1806u20,datkins,/estore?product_line=computers&product=H-top&action=details,Safari,3
20170522976,pageView,1497723180,129.39.17.20,y20170517a1806u20,datkins,/estore?product_line=computers&product=D-top&action=details,Safari,3
20170522977,pageView,1497723360,129.39.17.20,y20170517a1806u20,datkins,/estore?product_line=smartphones&product=S-phone&action=details,Safari,1
20170522978,pageView,1497723420,129.39.17.20,y20170517a1806u20,datkins,/estore?product_line=smartphones&product=S-phone&feature=battery&action=details,Safari,1
20170522979,addToCart,1497723480,129.39.17.20,y20170517a1806u20,datkins,/estore?product_line=headphones&product=B-head&action=addToCart,Safari,4
20170522980,pageView,1498068300,129.39.17.20,y20170521a1806u33,datkins,/www.cybershop.com,Safari,1
20170522981,pageView,1498068480,129.39.17.20,y20170521a1806u33,datkins,/estore?product_line=videogames&product=W-game&action=details,Safari,3
20170522982,pageView,1498068600,129.39.17.20,y20170521a1806u33,datkins,/estore?product_line=smartphones&product=A-phone&action=details,Safari,2
